#node1,node2,node1_string_id,node2_string_id,homology,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score,,
LIPE,PLIN1,9606.ENSP00000244289,9606.ENSP00000300055,0,483,0,0,483,,ITGA7
LMOD1,SORBS1,9606.ENSP00000356257,9606.ENSP00000360293,0,0,500,0,499,,ITGB1
LMOD1,TPM4,9606.ENSP00000356257,9606.ENSP00000494125,0,0,500,0,499,,ITGBL1
LMOD1,MYH11,9606.ENSP00000356257,9606.ENSP00000379616,0,0,800,0,800,,ITIH5
LSM4,SRSF1,9606.ENSP00000469468,9606.ENSP00000258962,0,800,0,0,800,,ITIH5
LSM4,PATL1,9606.ENSP00000469468,9606.ENSP00000300146,0,829,800,0,964,,JAK1
LSM4,PRPF4B,9606.ENSP00000469468,9606.ENSP00000337194,0,871,0,0,871,,KCNE4
LSM4,PRPF4,9606.ENSP00000469468,9606.ENSP00000363313,0,956,900,0,995,,KCNN4
M6PR,SCARB2,9606.ENSP00000000412,9606.ENSP00000264896,0,0,400,0,400,,KDELR1
M6PR,TF,9606.ENSP00000000412,9606.ENSP00000385834,0,0,400,0,400,,KDELR3
M6PR,VAMP3,9606.ENSP00000000412,9606.ENSP00000054666,0,0,500,0,499,,KDELR3
MACF1,YWHAE,9606.ENSP00000354573,9606.ENSP00000264335,0,407,0,0,407,,KIAA0101
MACF1,MAPRE1,9606.ENSP00000354573,9606.ENSP00000364721,0,457,0,0,457,,KIAA1033
MAPK1,PPARG,9606.ENSP00000215832,9606.ENSP00000287820,0,457,0,0,457,,KIAA1324
MAPK1,S100B,9606.ENSP00000215832,9606.ENSP00000291700,0,0,500,0,499,,KIF26B
MAPK1,PPP2R1B,9606.ENSP00000215832,9606.ENSP00000311344,0,0,500,0,499,,KLB
MAPK1,MAPKAPK2,9606.ENSP00000215832,9606.ENSP00000356070,0,612,0,0,612,,KLHL13
MAPK1,PPP2R5C,9606.ENSP00000215832,9606.ENSP00000412324,0,292,500,0,630,,KLHL29
MAPRE1,MARCHF7,9606.ENSP00000364721,9606.ENSP00000386830,0,422,0,0,422,,KRT14
MARCHF7,UBE2N,9606.ENSP00000386830,9606.ENSP00000316176,0,457,0,0,457,,KRT15
MCL1,PMAIP1,9606.ENSP00000358022,9606.ENSP00000326119,0,759,540,0,884,,KRT17///JUP
MED23,PPARG,9606.ENSP00000357047,9606.ENSP00000287820,0,0,500,0,499,,KRT17///JUP
MRPL42,MRPS30,9606.ENSP00000449884,9606.ENSP00000424328,0,908,0,0,908,,KRT5
MSH6,PRKDC,9606.ENSP00000234420,9606.ENSP00000313420,0,292,900,0,926,,LAMB3
MSI2,RBFOX2,9606.ENSP00000284073,9606.ENSP00000413035,0,419,0,0,418,,LAMP1
MYH11,SORBS1,9606.ENSP00000379616,9606.ENSP00000360293,0,0,500,0,499,,LAMP5
MYH11,TPM4,9606.ENSP00000379616,9606.ENSP00000494125,0,116,500,0,539,,LAPTM4B
MYO6,PDLIM5,9606.ENSP00000358994,9606.ENSP00000480359,0,0,540,0,540,,LARP4B
MYO6,PICALM,9606.ENSP00000358994,9606.ENSP00000377015,0,575,0,0,575,,LARP4B
NCALD,PICALM,9606.ENSP00000379256,9606.ENSP00000377015,0,0,720,0,720,,LEP
NET1,RHOA,9606.ENSP00000347134,9606.ENSP00000400175,0,946,0,0,946,,LGALS12
NRIP1,PPARG,9606.ENSP00000327213,9606.ENSP00000287820,0,483,0,0,483,,LGALS8
NRIP1,PGR,9606.ENSP00000327213,9606.ENSP00000325120,0,0,500,0,499,,LGR6
NUSAP1,S100P,9606.ENSP00000499238,9606.ENSP00000296370,0,428,0,0,428,,LINC00408
PATL1,PRPF4,9606.ENSP00000300146,9606.ENSP00000363313,0,615,0,0,615,,LIPE
PDK4,UHMK1,9606.ENSP00000005178,9606.ENSP00000420270,0,418,0,0,418,,LMF1
PICALM,VAMP3,9606.ENSP00000377015,9606.ENSP00000054666,0,0,500,0,499,,LMF1
PICALM,PIK3C2A,9606.ENSP00000377015,9606.ENSP00000265970,0,630,0,0,630,,LMOD1
PICALM,TPD52,9606.ENSP00000377015,9606.ENSP00000429309,0,0,500,0,499,,LOC100190986
PIK3C2A,TPD52,9606.ENSP00000265970,9606.ENSP00000429309,0,0,500,0,499,,LOC100190986
PLAU,SERPINE1,9606.ENSP00000361850,9606.ENSP00000223095,0,960,540,0,980,,LOC100288911
PLAU,PLAUR,9606.ENSP00000361850,9606.ENSP00000339328,0,960,900,0,995,,LOC100506558///MATN2
PLAUR,SERPINE1,9606.ENSP00000339328,9606.ENSP00000223095,0,0,500,0,499,,LOC100507311
PPP1R11,PPP1R2,9606.ENSP00000365963,9606.ENSP00000484580,0,444,0,0,444,,LOC100507472///PCSK6
PPP2R1B,PPP2R5C,9606.ENSP00000311344,9606.ENSP00000412324,0,811,800,0,960,,LOC100509457///HLA-DQA2///HLA-DQA1
PRKAR1A,TPM4,9606.ENSP00000376475,9606.ENSP00000494125,0,0,500,0,499,,LOC100653057///CES1
PRKDC,TOP2A,9606.ENSP00000313420,9606.ENSP00000411532,0,434,0,0,434,,LOC101927345///LOC101060632///LOC101059949///ANKRD20A12P
PRPF4,PRPF4B,9606.ENSP00000363313,9606.ENSP00000337194,0,899,0,0,899,,LOC101928625///MED21
PRPF4B,SRSF1,9606.ENSP00000337194,9606.ENSP00000258962,0,416,0,0,416,,LOC101929368///FKBP1A
PRPF4B,SRPK2,9606.ENSP00000337194,9606.ENSP00000377262,0,435,0,0,435,,LOC101929368///FKBP1A
PSEN1,PSENEN,9606.ENSP00000326366,9606.ENSP00000468411,0,972,900,0,997,,LOC101930400///AKR1C2
RAB1A,TMED2,9606.ENSP00000387286,9606.ENSP00000262225,0,360,500,0,666,,LOC101930400///AKR1C2
RAB31,RAB5A,9606.ENSP00000461945,9606.ENSP00000273047,0,600,0,0,600,,LOC285097
RAB5A,RABEP1,9606.ENSP00000273047,9606.ENSP00000445408,0,960,500,0,979,,LOC441666
RAP1GDS1,RASL10A,9606.ENSP00000340454,9606.ENSP00000216101,0,617,0,0,617,,LOXL1
RAP1GDS1,RHOA,9606.ENSP00000340454,9606.ENSP00000400175,0,710,0,0,710,,LPL
RASL10A,RHOA,9606.ENSP00000216101,9606.ENSP00000400175,0,511,0,0,511,,LPL
RHOA,VAMP3,9606.ENSP00000400175,9606.ENSP00000054666,0,162,400,0,475,,LRG1
RHOA,ROPN1,9606.ENSP00000400175,9606.ENSP00000184183,0,0,500,0,499,,LRRC15
RHOA,TGFB1,9606.ENSP00000400175,9606.ENSP00000221930,0,161,500,0,562,,LRRN4CL
RHOA,SNAP23,9606.ENSP00000400175,9606.ENSP00000249647,0,162,500,0,563,,LSM4
RHOA,RHOB,9606.ENSP00000400175,9606.ENSP00000272233,0,399,500,0,686,,LURAP1L
RHOA,VAV3,9606.ENSP00000400175,9606.ENSP00000359073,0,483,0,0,483,,LYPLA1
RHOB,VAMP3,9606.ENSP00000272233,9606.ENSP00000054666,0,163,500,0,563,,LYVE1
RHOB,SNAP23,9606.ENSP00000272233,9606.ENSP00000249647,0,163,500,0,563,,M6PR
RHOB,RHOH,9606.ENSP00000272233,9606.ENSP00000371219,0,0,900,0,900,,MACF1
RHOH,VAMP3,9606.ENSP00000371219,9606.ENSP00000054666,0,125,500,0,543,,MALAT1
ROPN1,ROPN1B,9606.ENSP00000184183,9606.ENSP00000426271,0,501,0,0,501,,MALAT1
RPS10-NUDT3,SEC61A1,9606.ENSP00000492441,9606.ENSP00000243253,0,800,0,0,800,,MALAT1
RRM1,RRM2,9606.ENSP00000300738,9606.ENSP00000353770,0,696,900,0,968,,MALAT1
S100B,S100P,9606.ENSP00000291700,9606.ENSP00000296370,0,637,0,0,637,,MAN2A1
SAE1,UBE2M,9606.ENSP00000270225,9606.ENSP00000253023,0,540,0,0,540,,MAOA
SAR1B,TMED2,9606.ENSP00000385432,9606.ENSP00000262225,0,187,500,0,576,,MAOA
SAR1B,SEC23IP,9606.ENSP00000385432,9606.ENSP00000358071,0,0,500,0,499,,MAOA
SCARB2,TF,9606.ENSP00000264896,9606.ENSP00000385834,0,0,400,0,400,,MAP4K5
SCN3A,SPTBN1,9606.ENSP00000283254,9606.ENSP00000349259,0,0,500,0,499,,MAPK1
SCN3A,SCN4B,9606.ENSP00000283254,9606.ENSP00000322460,0,0,800,0,800,,MAPKAPK2
SCN4B,SPTBN1,9606.ENSP00000322460,9606.ENSP00000349259,0,0,500,0,499,,MAPRE1
SEC23IP,TMED2,9606.ENSP00000358071,9606.ENSP00000262225,0,0,500,0,499,,MARCH7
SEC61A1,TRAM1,9606.ENSP00000243253,9606.ENSP00000262213,0,0,500,0,499,,MBNL1
SLC20A1,UGCG,9606.ENSP00000272542,9606.ENSP00000363397,0,457,0,0,457,,MCCC2
SLPI,SMIM14,9606.ENSP00000342082,9606.ENSP00000295958,0,456,0,0,456,,MCCC2
SMC3,WAPL,9606.ENSP00000354720,9606.ENSP00000298767,0,724,500,0,856,,MCL1
SNAP23,VAMP3,9606.ENSP00000249647,9606.ENSP00000054666,0,573,900,0,955,,MED23
SORBS1,TPM4,9606.ENSP00000360293,9606.ENSP00000494125,0,0,500,0,499,,METTL26
SORBS2,YWHAE,9606.ENSP00000347852,9606.ENSP00000264335,0,552,0,0,552,,MFAP2
SPAG1,STIP1,9606.ENSP00000373450,9606.ENSP00000351646,0,0,540,0,540,,MIA
SPTBN1,TWF1,9606.ENSP00000349259,9606.ENSP00000449428,0,0,500,0,499,,MIAT
SRGN,VCAN,9606.ENSP00000242465,9606.ENSP00000265077,0,422,0,0,422,,MICAL2
SRPK2,SRSF1,9606.ENSP00000377262,9606.ENSP00000258962,0,460,0,0,460,,MID1
SRPK2,SRSF3,9606.ENSP00000377262,9606.ENSP00000362820,0,457,0,0,457,,MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2
SRPK2,SRSF10,9606.ENSP00000377262,9606.ENSP00000420195,0,438,0,0,438,,MIR21///VMP1
SRSF1,SRSF10,9606.ENSP00000258962,9606.ENSP00000420195,0,734,400,0,833,,MIR3620///ARF1
SRSF1,SRSF3,9606.ENSP00000258962,9606.ENSP00000362820,0,561,800,0,908,,MIR452///MIR224///GABRE
SRSF10,SRSF3,9606.ENSP00000420195,9606.ENSP00000362820,0,97,400,0,435,,MIR4680///PDCD4
TAB2,UBE2N,9606.ENSP00000356426,9606.ENSP00000316176,0,0,500,0,499,,MIR4745///PTBP1
TGFB1,THBS1,9606.ENSP00000221930,9606.ENSP00000260356,0,457,0,0,457,,MIR612///NEAT1
TPSAB1,TPSB2,9606.ENSP00000343577,9606.ENSP00000482743,0,200,900,0,916,,MIR612///NEAT1
UBE2B,WAC,9606.ENSP00000265339,9606.ENSP00000346986,0,292,500,0,630,,MLXIPL
UBE2B,UBE2N,9606.ENSP00000265339,9606.ENSP00000316176,0,0,900,0,900,,MME
YWHAE,YWHAH,9606.ENSP00000264335,9606.ENSP00000248975,0,617,500,0,800,,MME
YWHAE,ZFP36L2,9606.ENSP00000264335,9606.ENSP00000282388,0,457,0,0,457,,MMP11
YWHAE,YWHAZ,9606.ENSP00000264335,9606.ENSP00000379287,0,616,500,0,799,,MMP11
YWHAH,ZFP36L2,9606.ENSP00000248975,9606.ENSP00000282388,0,457,0,0,457,,MMP3
YWHAH,YWHAZ,9606.ENSP00000248975,9606.ENSP00000379287,0,725,500,0,856,,MORF4L2
YWHAZ,ZFP36L2,9606.ENSP00000379287,9606.ENSP00000282388,0,457,0,0,457,,MRAS
,,,,,,,,,,MREG
,,,,,,,,,,MRPL42
,,,,,,,,,,MRPS30
,,,,,,,,,,MS4A7
,,,,,,,,,,MS4A7
,,,,,,,,,,MS4A7
,,,,,,,,,,MSH6
,,,,,,,,,,MSI2
,,,,,,,,,,MTUS1
,,,,,,,,,,MUC1
,,,,,,,,,,MUM1L1
,,,,,,,,,,MYH11
,,,,,,,,,,MYO6
,,,,,,,,,,MYOF
,,,,,,,,,,MYZAP
,,,,,,,,,,NAA50
,,,,,,,,,,NAT1
,,,,,,,,,,NCALD
,,,,,,,,,,NDRG2
,,,,,,,,,,NDUFC2-KCTD14///KCTD14
,,,,,,,,,,NECTIN2
,,,,,,,,,,NECTIN2
,,,,,,,,,,NEMF
,,,,,,,,,,NES
,,,,,,,,,,NET1
,,,,,,,,,,NFIB
,,,,,,,,,,NID2
,,,,,,,,,,NOLC1
,,,,,,,,,,NOTCH2
,,,,,,,,,,NPIPA5///NPIPB6///NPIPB8///NPIPB3
,,,,,,,,,,NPNT
,,,,,,,,,,NPR1
,,,,,,,,,,NREP
,,,,,,,,,,NRIP1
,,,,,,,,,,NTRK2
,,,,,,,,,,NTRK2
,,,,,,,,,,NUSAP1
,,,,,,,,,,OAS1
,,,,,,,,,,OLFM4
,,,,,,,,,,OXTR
,,,,,,,,,,P2RX4
,,,,,,,,,,P4HB
,,,,,,,,,,PADI2
,,,,,,,,,,PAMR1
,,,,,,,,,,PARD6B
,,,,,,,,,,PATL1
,,,,,,,,,,PCK1
,,,,,,,,,,PCOLCE2
,,,,,,,,,,PCSK6
,,,,,,,,,,PDE9A
,,,,,,,,,,PDK4
,,,,,,,,,,PDLIM5
,,,,,,,,,,PDLIM5
,,,,,,,,,,PEAR1
,,,,,,,,,,PGK1
,,,,,,,,,,PGM5-AS1
,,,,,,,,,,PGR
,,,,,,,,,,PHGDH
,,,,,,,,,,PICALM
,,,,,,,,,,PIGC
,,,,,,,,,,PIGR
,,,,,,,,,,PIGX
,,,,,,,,,,PIK3C2A
,,,,,,,,,,PIK3C2A
,,,,,,,,,,PIP4K2A
,,,,,,,,,,PIR-FIGF///FIGF
,,,,,,,,,,PKIB
,,,,,,,,,,PLAC9
,,,,,,,,,,PLAU
,,,,,,,,,,PLAUR
,,,,,,,,,,PLEC
,,,,,,,,,,PLEKHF2
,,,,,,,,,,PLIN1
,,,,,,,,,,PLIN4
,,,,,,,,,,PLPP4
,,,,,,,,,,PLXDC2
,,,,,,,,,,PMAIP1
,,,,,,,,,,PNP
,,,,,,,,,,POGK
,,,,,,,,,,POLR3K
,,,,,,,,,,PON2
,,,,,,,,,,POSTN
,,,,,,,,,,PPARG
,,,,,,,,,,PPIF
,,,,,,,,,,PPP1R11
,,,,,,,,,,PPP1R14A
,,,,,,,,,,PPP1R1A
,,,,,,,,,,PPP1R1B
,,,,,,,,,,PPP1R2
,,,,,,,,,,PPP2R1B
,,,,,,,,,,PPP2R5C
,,,,,,,,,,PREX1
,,,,,,,,,,PRIMA1
,,,,,,,,,,PRKAR1A
,,,,,,,,,,PRKDC
,,,,,,,,,,PROM1
,,,,,,,,,,PROSC
,,,,,,,,,,PRPF4
,,,,,,,,,,PRPF4B
,,,,,,,,,,PRR15
,,,,,,,,,,PRRX1
,,,,,,,,,,PSD3
,,,,,,,,,,PSEN1
,,,,,,,,,,PSENEN
,,,,,,,,,,PTER
,,,,,,,,,,PTN
,,,,,,,,,,PTN
,,,,,,,,,,PTN
,,,,,,,,,,PTP4A1
,,,,,,,,,,PTPN12
,,,,,,,,,,RAB1A
,,,,,,,,,,RAB31
,,,,,,,,,,RAB31
,,,,,,,,,,RAB5A
,,,,,,,,,,RABEP1
,,,,,,,,,,RANBP9
,,,,,,,,,,RAP1GDS1
,,,,,,,,,,RAP2B
,,,,,,,,,,RAPGEF3
,,,,,,,,,,RASA1
,,,,,,,,,,RASL10A
,,,,,,,,,,RBFOX2
,,,,,,,,,,RBM47
,,,,,,,,,,RBM6
,,,,,,,,,,RBP4
,,,,,,,,,,RBP7
,,,,,,,,,,REEP1
,,,,,,,,,,REL
,,,,,,,,,,RELN
,,,,,,,,,,RERG
,,,,,,,,,,RGS1
,,,,,,,,,,RGS1
,,,,,,,,,,RGS5
,,,,,,,,,,RHOA
,,,,,,,,,,RHOB
,,,,,,,,,,RHOH
,,,,,,,,,,RHOH
,,,,,,,,,,RIOK3
,,,,,,,,,,RIT1
,,,,,,,,,,RIT1
,,,,,,,,,,RNF150
,,,,,,,,,,RNF150
,,,,,,,,,,ROPN1
,,,,,,,,,,ROPN1
,,,,,,,,,,ROPN1B
,,,,,,,,,,RPRD1A
,,,,,,,,,,RPS10-NUDT3///NUDT3
,,,,,,,,,,RRM1
,,,,,,,,,,RRM2
,,,,,,,,,,RSPO3
,,,,,,,,,,RSRP1
,,,,,,,,,,RUFY3
,,,,,,,,,,RUNX2
,,,,,,,,,,S100B
,,,,,,,,,,S100P
,,,,,,,,,,SAA2-SAA4///SAA2///SAA1
,,,,,,,,,,SAA2///SAA1
,,,,,,,,,,SAE1
,,,,,,,,,,SAMD5
,,,,,,,,,,SAR1B
,,,,,,,,,,SCARA5
,,,,,,,,,,SCARA5
,,,,,,,,,,SCARB2
,,,,,,,,,,SCD5
,,,,,,,,,,SCGB3A1
,,,,,,,,,,SCN3A
,,,,,,,,,,SCN4B
,,,,,,,,,,SCOC
,,,,,,,,,,SCUBE2
,,,,,,,,,,SDHC
,,,,,,,,,,SDPR
,,,,,,,,,,SEC23IP
,,,,,,,,,,SEC61A1
,,,,,,,,,,SECISBP2
,,,,,,,,,,SELT
,,,,,,,,,,SEMA3G
,,,,,,,,,,SEPT2
,,,,,,,,,,SEPT2
,,,,,,,,,,SERINC3
,,,,,,,,,,SERPINE1
,,,,,,,,,,SERPINE1
,,,,,,,,,,SETD5
,,,,,,,,,,SFRP1
,,,,,,,,,,SFRP1
,,,,,,,,,,SFRP1
,,,,,,,,,,SGPL1
,,,,,,,,,,SH3BGRL
,,,,,,,,,,SH3GL3
,,,,,,,,,,SIAH2
,,,,,,,,,,SIK1
,,,,,,,,,,SLC16A6
,,,,,,,,,,SLC16A7
,,,,,,,,,,SLC1A1
,,,,,,,,,,SLC20A1
,,,,,,,,,,SLC28A3
,,,,,,,,,,SLC2A10
,,,,,,,,,,SLC38A1
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC39A6
,,,,,,,,,,SLC44A4
,,,,,,,,,,SLC4A4
,,,,,,,,,,SLC52A2
,,,,,,,,,,SLC6A14
,,,,,,,,,,SLPI
,,,,,,,,,,SMC3
,,,,,,,,,,SMC4
,,,,,,,,,,SMIM10L2B///SMIM10L2A
,,,,,,,,,,SMIM14
,,,,,,,,,,SNAP23
,,,,,,,,,,SNHG4///MATR3
,,,,,,,,,,SNORD14D///SNORD14C///HSPA8
,,,,,,,,,,SOD3
,,,,,,,,,,SORBS1
,,,,,,,,,,SORBS2
,,,,,,,,,,SOX10
,,,,,,,,,,SP110
,,,,,,,,,,SPAG1
,,,,,,,,,,SPP1
,,,,,,,,,,SPTBN1
,,,,,,,,,,SPTLC2
,,,,,,,,,,SPX
,,,,,,,,,,SQLE
,,,,,,,,,,SRGN
,,,,,,,,,,SRPK2
,,,,,,,,,,SRSF1
,,,,,,,,,,SRSF10
,,,,,,,,,,SRSF3
,,,,,,,,,,ST6GAL2
,,,,,,,,,,STIP1
,,,,,,,,,,STOX2
,,,,,,,,,,SULF1
,,,,,,,,,,SULF1
,,,,,,,,,,SULF1
,,,,,,,,,,SULF2
,,,,,,,,,,SUSD3
,,,,,,,,,,SYNM
,,,,,,,,,,SYPL1
,,,,,,,,,,TAB2
,,,,,,,,,,TAGLN2
,,,,,,,,,,TBC1D9
,,,,,,,,,,TBC1D9
,,,,,,,,,,TBL1XR1
,,,,,,,,,,TESC
,,,,,,,,,,TF
,,,,,,,,,,TF
,,,,,,,,,,TFAP2A
,,,,,,,,,,TGFB1
,,,,,,,,,,THBS1
,,,,,,,,,,THRSP
,,,,,,,,,,THY1
,,,,,,,,,,TIMP3
,,,,,,,,,,TIMP4
,,,,,,,,,,TM9SF3
,,,,,,,,,,TMC5
,,,,,,,,,,TMC5
,,,,,,,,,,TMED2
,,,,,,,,,,TMED2
,,,,,,,,,,TMEFF2
,,,,,,,,,,TMEM100
,,,,,,,,,,TMEM132C
,,,,,,,,,,TMEM165
,,,,,,,,,,TMEM230
,,,,,,,,,,TMEM245
,,,,,,,,,,TMEM30A
,,,,,,,,,,TMEM37
,,,,,,,,,,TMEM41B
,,,,,,,,,,TMEM9B
,,,,,,,,,,TMTC1
,,,,,,,,,,TMX1
,,,,,,,,,,TNFRSF12A
,,,,,,,,,,TNFRSF19
,,,,,,,,,,TNMD
,,,,,,,,,,TNS1
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TNXB///TNXA
,,,,,,,,,,TOB1
,,,,,,,,,,TOP2A
,,,,,,,,,,TPD52
,,,,,,,,,,TPD52
,,,,,,,,,,TPM4
,,,,,,,,,,TPM4
,,,,,,,,,,TPP1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSAB1
,,,,,,,,,,TPSB2
,,,,,,,,,,TPSB2///TPSAB1
,,,,,,,,,,TPSB2///TPSAB1
,,,,,,,,,,TRAM1
,,,,,,,,,,TRAPPC11
,,,,,,,,,,TRIM29
,,,,,,,,,,TRIM4
,,,,,,,,,,TRIM59
,,,,,,,,,,TRPS1
,,,,,,,,,,TRPS1
,,,,,,,,,,TSEN15
,,,,,,,,,,TSHZ2
,,,,,,,,,,TSHZ2
,,,,,,,,,,TSN
,,,,,,,,,,TTC39A
,,,,,,,,,,TTC3P1///TTC3
,,,,,,,,,,TUSC5
,,,,,,,,,,TWF1
,,,,,,,,,,UBE2B
,,,,,,,,,,UBE2H
,,,,,,,,,,UBE2H
,,,,,,,,,,UBE2M
,,,,,,,,,,UBE2N
,,,,,,,,,,UBXN4
,,,,,,,,,,UEVLD
,,,,,,,,,,UGCG
,,,,,,,,,,UHMK1
,,,,,,,,,,USP21
,,,,,,,,,,USP38
,,,,,,,,,,VAMP3
,,,,,,,,,,VAV3
,,,,,,,,,,VAV3
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VCAN
,,,,,,,,,,VMP1
,,,,,,,,,,VPS8
,,,,,,,,,,WAC
,,,,,,,,,,WAPL
,,,,,,,,,,WIF1
,,,,,,,,,,WISP1
,,,,,,,,,,WISP1
,,,,,,,,,,WSB1
,,,,,,,,,,XDH
,,,,,,,,,,XIST
,,,,,,,,,,XRN2
,,,,,,,,,,YIPF5
,,,,,,,,,,YWHAE
,,,,,,,,,,YWHAH
,,,,,,,,,,YWHAZ
,,,,,,,,,,ZFP36L2
,,,,,,,,,,ZMYND11
,,,,,,,,,,ZNF12
,,,,,,,,,,ZNF146
,,,,,,,,,,ZNF207
,,,,,,,,,,ZNF281
,,,,,,,,,,ZNF595
,,,,,,,,,,ZNF627
,,,,,,,,,,ZNF652
,,,,,,,,,,ZNF814
,,,,,,,,,,ZWINT